Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Days_Customer,Total_Spend,Total_Purchases,Total_Campaigns_Accepted,Has_Children
Graduation,Married,20895.0,1,0,24,18,3,17,3,0,4,1,2,0,3,9,0,0,0,0,0,0,0,51,4835,45,6,0,1
Graduation,Together,44964.0,1,1,35,19,1,17,2,0,2,1,1,0,3,8,0,0,0,0,0,0,0,44,4764,41,5,0,1
Master,Married,53761.0,1,1,7,158,0,76,13,7,71,6,4,4,3,5,0,0,0,0,0,0,0,52,4465,325,17,0,1
Graduation,Together,22682.0,1,0,51,10,14,29,4,2,36,3,2,1,4,4,0,0,0,0,0,0,0,51,4473,95,10,0,1
PhD,Together,38887.0,1,0,17,25,1,13,0,0,3,1,1,0,3,7,0,0,0,0,0,0,0,52,4323,42,5,0,1
2n Cycle,Single,41658.0,1,1,30,8,4,12,15,4,29,2,1,1,2,4,0,0,0,0,0,0,0,49,4801,72,6,0,1
PhD,Married,29791.0,1,0,21,14,0,6,0,0,0,2,2,0,3,5,0,0,0,0,0,0,0,52,4249,20,7,0,1
Graduation,Divorced,39996.0,1,1,85,11,0,3,0,0,1,1,1,0,2,6,0,0,0,0,0,0,0,50,4242,15,4,0,1
Graduation,Divorced,26759.0,1,0,65,25,3,16,8,5,2,2,2,1,3,6,0,0,0,0,0,0,0,52,4346,59,8,0,1
PhD,Married,51039.0,1,1,11,100,64,79,65,0,109,2,6,2,4,7,0,0,0,0,0,0,0,55,4770,417,14,0,1
Graduation,Married,37716.0,0,1,4,97,1,41,6,2,41,2,4,1,3,7,0,0,0,0,0,0,0,71,4273,188,10,0,1
Graduation,Single,36864.0,0,1,53,204,5,39,17,0,89,3,5,2,4,8,0,0,0,0,0,0,1,67,4889,354,14,0,1
Master,Married,44511.0,1,0,39,513,7,133,46,14,14,6,8,4,8,8,0,0,0,0,0,0,0,54,4829,727,26,0,1
PhD,Married,36947.0,1,1,49,88,3,21,4,1,29,4,3,0,4,9,0,0,0,0,0,0,0,57,4895,146,11,0,1
Graduation,Married,57045.0,0,1,40,296,13,104,11,13,17,3,4,2,9,3,0,0,0,0,0,0,0,74,4863,454,18,0,1
PhD,Divorced,36957.0,1,1,43,100,2,16,2,1,31,4,3,2,2,9,0,0,0,0,0,0,1,71,4865,152,11,0,1
Master,Married,43142.0,1,1,84,5,1,7,2,1,4,1,1,0,2,7,0,0,0,0,0,0,0,55,4335,20,4,0,1
Graduation,Single,34412.0,1,0,62,52,12,50,4,36,55,3,5,0,3,9,0,0,0,0,0,0,0,34,4705,209,11,0,1
Graduation,Single,57537.0,1,0,83,191,56,139,51,8,100,4,4,3,8,4,0,0,0,0,0,0,0,45,4588,545,19,0,1
Graduation,Together,51315.0,0,0,45,68,28,39,16,30,41,1,2,2,5,2,0,0,0,0,0,0,0,76,4330,222,10,0,0
Graduation,Married,36026.0,2,1,34,20,4,10,6,4,17,2,2,0,3,6,0,0,0,0,0,0,0,52,4309,61,7,0,1
Graduation,Married,24639.0,1,1,3,20,3,16,0,4,1,3,2,0,4,6,0,0,0,0,0,0,0,51,4356,44,9,0,1
PhD,Together,34578.0,2,1,1,7,0,1,0,0,0,1,1,0,2,6,0,0,0,0,0,0,0,52,4283,8,4,0,1
PhD,Together,54132.0,0,1,81,30,1,8,0,0,3,1,1,0,3,7,0,0,0,0,0,0,0,55,4337,42,5,0,1
Graduation,Married,28164.0,1,0,23,3,18,26,11,8,12,3,2,0,4,7,0,0,0,0,0,0,0,54,4625,78,9,0,1
PhD,Married,34596.0,1,0,48,14,0,2,0,0,7,1,1,0,2,8,0,0,0,0,0,0,0,50,4646,23,4,0,1
PhD,Married,43269.0,1,0,61,10,1,7,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,52,4490,19,4,0,1
2n Cycle,Single,38741.0,1,1,60,7,10,17,8,6,13,2,2,0,3,7,0,0,0,0,0,0,0,66,4295,61,7,0,1
Graduation,Single,31907.0,0,0,75,33,87,64,175,16,74,1,6,1,6,7,0,0,0,0,0,0,0,52,4686,449,14,0,0
2n Cycle,Divorced,31163.0,1,0,54,2,3,10,11,2,10,1,1,0,3,6,0,0,0,0,0,0,0,51,4340,38,5,0,1
Graduation,Single,34853.0,1,1,75,9,3,15,2,3,2,2,2,0,3,6,0,0,0,0,0,0,0,51,4392,34,7,0,1
2n Cycle,Married,31086.0,1,1,79,16,2,11,3,0,16,2,1,1,2,8,1,0,0,0,0,0,0,45,4625,48,6,1,1
2n Cycle,Together,20491.0,0,0,16,5,4,5,4,2,10,1,0,1,2,7,0,0,0,0,0,0,0,38,4724,30,4,0,0
Graduation,Married,42523.0,0,0,96,14,36,11,3,26,35,1,1,1,4,2,0,0,0,0,0,0,0,60,4271,125,7,0,0
Graduation,Together,33402.0,1,1,60,26,2,19,10,5,8,3,2,1,3,8,0,0,0,0,0,0,0,72,4550,70,9,0,1
Master,Married,36408.0,1,1,11,9,1,4,3,2,3,1,1,0,2,6,0,0,0,0,0,0,0,75,4485,22,4,0,1
Graduation,Together,21645.0,1,0,75,14,0,23,4,5,19,3,3,0,3,9,0,0,0,0,0,0,1,45,4868,65,9,0,1
Graduation,Married,51876.0,0,0,88,99,27,102,28,48,6,1,2,2,8,1,0,0,0,0,0,0,0,66,4461,310,13,0,0
Graduation,Married,52852.0,0,1,93,714,8,99,11,0,47,4,10,7,5,8,1,0,0,0,0,0,0,67,4779,879,26,1,1
Graduation,Together,46053.0,1,0,46,56,10,92,19,7,25,3,3,2,4,5,0,0,0,0,0,0,0,52,4701,209,12,0,1
PhD,Single,40304.0,1,0,82,37,0,17,0,0,3,1,2,0,3,7,0,0,0,0,0,0,0,57,4476,57,6,0,1
PhD,Together,32727.0,0,0,38,167,13,180,86,13,70,2,7,3,5,8,0,0,0,0,0,0,0,59,4874,529,17,0,0
Graduation,Divorced,43300.0,0,1,87,91,3,52,2,1,31,3,4,0,4,8,0,0,0,0,0,0,1,53,4828,180,11,0,1
Graduation,Together,26290.0,1,1,49,15,8,16,11,5,22,4,2,0,4,6,0,0,0,0,0,0,0,52,4737,77,10,0,1
PhD,Married,38410.0,0,0,65,153,64,123,116,64,14,2,5,2,9,6,0,0,0,0,0,0,1,50,4857,534,18,0,0
Graduation,Together,57957.0,0,1,24,290,59,177,77,5,29,7,4,6,8,3,0,0,0,0,0,1,0,65,4518,637,25,0,1
Graduation,Together,16531.0,1,0,43,2,13,6,7,5,11,3,3,0,3,7,0,0,0,0,0,0,0,46,4215,44,9,0,1
Master,Married,28072.0,1,0,10,30,0,10,2,0,5,1,1,0,3,7,0,0,0,0,0,0,0,38,4560,47,5,0,1
Master,Divorced,49476.0,0,1,29,386,23,95,54,41,196,4,2,11,5,2,0,0,0,0,0,0,0,61,4578,795,22,0,1
Graduation,Married,50725.0,0,1,45,443,10,75,0,10,48,4,8,1,8,8,0,0,0,0,0,0,0,71,4705,586,21,0,1
PhD,Married,41145.0,1,1,20,9,0,3,0,0,1,1,0,0,3,3,0,0,0,0,0,0,0,74,4345,13,4,0,1
2n Cycle,Married,23162.0,1,1,82,8,3,9,19,4,22,3,1,1,3,6,0,0,0,0,0,0,0,54,4394,65,8,0,1
Graduation,Married,34380.0,1,0,68,72,7,58,13,1,24,4,4,1,3,8,0,0,0,0,0,0,0,47,4627,175,12,0,1
Graduation,Single,34704.0,0,1,65,29,0,5,0,1,5,1,1,0,3,5,0,0,0,0,0,0,0,58,4632,40,5,0,1
Graduation,Together,39898.0,0,1,20,69,8,26,12,7,12,2,3,0,4,7,0,0,0,0,0,0,0,70,4706,134,9,0,1
PhD,Married,59892.0,0,1,26,73,0,13,0,1,0,1,2,1,3,3,0,0,0,0,0,0,0,54,4443,87,7,0,1
Master,Single,41020.0,0,0,68,112,1,54,7,7,36,1,3,2,4,3,0,0,0,0,0,0,0,37,4448,217,10,0,0
PhD,Married,57072.0,0,1,79,944,0,60,0,0,30,2,7,5,13,5,1,0,0,0,0,0,0,63,4360,1034,27,1,1
2n Cycle,Together,19414.0,1,0,32,2,3,12,3,5,7,1,1,0,3,8,0,0,0,0,0,0,0,43,4460,32,5,0,1
Graduation,Married,19107.0,1,0,49,2,4,9,10,5,16,2,1,0,3,7,0,0,0,0,0,0,0,44,4515,46,6,0,1
Master,Together,49854.0,1,0,63,123,17,171,39,0,30,5,6,2,5,6,0,0,0,0,0,0,0,52,4435,380,18,0,1
PhD,Divorced,42873.0,1,1,11,209,0,40,3,2,15,4,6,1,4,8,0,0,0,0,0,0,0,74,4728,269,15,0,1
Graduation,Together,57867.0,1,0,48,344,35,178,15,23,17,7,7,2,9,6,0,0,0,0,0,0,0,46,4475,612,25,0,1
Graduation,Married,35765.0,1,0,86,22,3,30,0,5,15,2,2,0,4,6,0,0,0,0,0,0,0,34,4404,75,8,0,1
Graduation,Divorced,32952.0,1,0,36,38,0,12,3,1,1,1,2,0,3,7,0,0,0,0,0,0,0,47,4414,55,6,0,1
PhD,Together,53374.0,0,1,34,896,10,101,13,10,34,6,4,2,9,9,1,0,0,0,0,0,1,55,4886,1064,21,1,1
Master,Together,53253.0,1,1,61,216,9,57,20,9,125,7,4,3,5,5,0,0,0,0,0,0,0,49,4707,436,19,0,1
Graduation,Married,42014.0,1,0,56,244,15,108,4,15,50,6,7,1,6,8,0,0,0,0,0,0,1,47,4885,436,20,0,1
Master,Married,54108.0,1,1,74,539,6,91,8,6,97,13,8,2,9,8,0,0,0,0,0,0,0,51,4805,747,32,0,1
PhD,Single,49667.0,0,0,35,1181,26,120,17,13,39,2,5,10,5,8,1,0,0,0,0,0,1,69,4882,1396,22,1,0
Master,Married,57136.0,1,1,48,306,5,109,21,109,92,9,5,2,10,6,0,0,0,0,0,0,0,52,4559,642,26,0,1
2n Cycle,Together,46772.0,0,1,88,350,104,189,197,151,57,6,11,8,5,8,1,0,0,0,0,0,0,49,4803,1048,30,1,1
Graduation,Together,53977.0,0,1,21,620,16,165,0,24,82,5,5,5,12,5,0,0,0,0,0,0,0,66,4590,907,27,0,1
2n Cycle,Together,20981.0,0,0,14,2,12,10,6,13,30,1,3,1,2,8,0,0,0,0,0,0,1,47,4629,73,7,0,0
Graduation,Single,51766.0,1,0,74,60,51,87,6,20,51,2,4,2,4,5,0,0,0,0,0,0,0,44,4314,275,12,0,1
Graduation,Married,55759.0,0,1,84,675,0,85,10,7,77,5,10,3,8,8,0,0,0,0,0,0,0,62,4782,854,26,0,1
Master,Married,37787.0,1,0,50,40,1,40,4,3,18,1,3,0,3,8,0,0,0,0,0,0,0,52,4486,106,7,0,1
Graduation,Single,27242.0,1,0,2,3,17,26,20,1,39,2,2,0,3,9,0,0,0,0,0,0,1,54,4799,106,7,0,1
Graduation,Single,37697.0,1,0,82,34,6,21,11,4,8,1,2,1,3,6,0,0,0,0,0,0,0,48,4346,84,7,0,1
Graduation,Single,3502.0,1,0,56,2,1,1,0,0,1,0,0,0,0,14,0,0,0,0,0,0,0,51,4646,5,0,0,1
Graduation,Married,58597.0,1,1,20,490,0,184,10,28,21,12,7,4,9,7,0,0,0,0,0,0,0,48,4790,733,32,0,1
Graduation,Together,28087.0,1,1,77,53,8,17,13,0,21,3,2,2,2,7,0,0,0,0,0,0,0,66,4769,112,9,0,1
Graduation,Together,19740.0,0,1,65,7,11,3,10,4,20,2,1,1,3,5,0,0,0,0,0,0,0,64,4666,55,7,0,1
2n Cycle,Married,57036.0,0,1,33,1171,43,219,19,14,47,4,6,3,13,9,1,0,0,0,0,0,0,49,4769,1513,26,1,1
2n Cycle,Together,53083.0,1,1,65,215,7,33,3,0,13,6,5,1,5,7,0,1,0,0,0,0,0,66,4614,271,17,1,1
Master,Single,46098.0,1,1,86,57,0,27,0,0,36,4,3,2,2,8,0,0,0,0,0,0,1,49,4884,120,11,0,1
2n Cycle,Married,23331.0,1,0,92,5,36,7,0,10,45,2,3,0,3,8,0,0,0,0,0,0,0,36,4867,103,8,0,1
2n Cycle,Single,23331.0,1,0,97,104,20,101,24,15,5,6,5,1,5,9,0,0,0,0,0,0,0,36,4836,269,17,0,1
Graduation,Single,9255.0,1,0,91,9,0,7,2,0,4,1,1,1,2,8,0,0,0,0,0,0,0,35,4395,22,5,0,1
Master,Single,59235.0,1,0,4,448,40,469,80,0,91,3,11,2,12,7,0,0,0,0,0,0,0,57,4737,1128,28,0,1
Graduation,Together,31928.0,1,0,5,33,4,24,4,2,5,2,3,0,4,7,0,0,0,0,0,0,0,35,4297,72,9,0,1
PhD,Single,51411.0,1,2,81,14,0,3,0,0,1,1,0,0,3,5,0,0,0,0,0,0,0,71,4603,18,4,0,1
Graduation,Divorced,51983.0,0,1,95,631,0,115,10,7,30,3,9,2,10,7,0,0,0,0,0,0,0,60,4871,793,24,0,1
2n Cycle,Married,30390.0,0,0,5,10,12,12,25,1,20,1,2,0,3,6,0,0,0,0,0,0,0,37,4504,80,6,0,0
Graduation,Single,30983.0,0,0,50,51,4,50,12,1,49,1,4,0,3,8,0,0,0,0,0,0,1,61,4801,167,8,0,0
2n Cycle,Married,37284.0,1,1,46,11,1,2,2,1,6,1,0,0,3,6,0,0,0,0,0,0,0,49,4661,23,4,0,1
Master,Divorced,57530.0,0,1,68,50,1,27,6,7,1,1,1,1,4,1,0,0,0,0,0,0,0,73,4464,92,7,0,1
Master,Married,37054.0,1,1,89,12,1,6,0,1,5,2,1,0,3,7,0,0,0,0,0,0,0,57,4491,25,6,0,1
Master,Together,47175.0,1,1,81,167,2,44,6,2,19,7,4,2,4,8,1,0,0,0,0,0,1,62,4813,240,17,1,1
Graduation,Divorced,31859.0,1,0,77,3,1,3,8,0,5,1,1,0,2,7,0,0,0,0,0,0,0,48,4584,20,4,0,1
Graduation,Divorced,27215.0,2,1,50,30,5,22,8,9,28,4,2,1,4,6,0,0,0,0,0,0,0,63,4726,102,11,0,1
Graduation,Married,24645.0,1,0,16,5,3,4,4,1,0,1,1,0,2,8,0,0,0,0,0,0,0,36,4809,17,4,0,1
Graduation,Married,44322.0,1,0,30,46,0,40,3,0,3,2,3,0,3,8,0,0,0,0,0,0,0,39,4217,92,8,0,1
Graduation,Single,47958.0,0,1,8,268,11,88,15,3,22,2,6,3,5,5,0,0,0,0,0,0,0,72,4730,407,16,0,1
PhD,Married,55517.0,1,1,53,483,0,108,0,6,36,5,11,1,6,9,0,0,0,0,0,0,1,74,4844,633,23,0,1
Master,Married,27161.0,1,0,41,7,4,23,7,0,11,1,1,0,3,7,0,0,0,0,0,0,0,38,4448,52,5,0,1
PhD,Together,38201.0,0,1,19,233,0,23,0,0,12,4,5,1,5,8,0,0,0,0,0,0,0,64,4661,268,15,0,1
Graduation,Together,45203.0,2,0,4,35,3,67,10,8,24,1,3,1,3,6,0,0,0,0,0,0,1,42,4302,147,8,0,1
Graduation,Together,34633.0,2,1,31,8,1,5,0,0,1,1,1,0,2,6,0,0,0,0,0,0,0,68,4361,15,4,0,1
Master,Together,45903.0,0,1,80,33,8,10,2,10,3,2,2,1,3,4,0,0,0,0,0,0,0,58,4271,66,8,0,1
PhD,Divorced,35860.0,1,1,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,1,51,4245,49,6,1,1
Master,Together,40442.0,1,1,52,45,12,52,25,22,13,4,3,1,4,7,0,0,0,0,0,0,1,72,4883,169,12,0,1
Graduation,Married,34968.0,1,0,11,158,6,45,8,2,2,7,3,2,5,7,0,0,0,0,0,0,0,44,4649,221,17,0,1
Basic,Together,13724.0,1,0,43,2,7,5,2,15,27,1,2,0,2,9,1,0,0,0,0,0,0,36,4871,58,5,1,1
PhD,Single,52569.0,0,1,54,85,0,3,0,0,7,1,2,0,4,3,0,0,0,0,0,0,0,57,4289,95,7,0,1
PhD,Single,48432.0,0,1,3,322,3,50,4,3,42,5,7,1,6,8,0,0,0,0,0,0,1,51,4823,424,19,0,1
Graduation,Single,36108.0,1,0,68,141,8,129,3,11,47,3,7,1,4,9,1,0,0,0,0,0,0,40,4461,339,15,1,1
PhD,Married,36663.0,1,0,40,18,0,6,3,3,5,1,1,1,3,2,0,0,0,0,0,0,0,49,4269,35,6,0,1
Master,Married,53843.0,0,1,64,378,0,88,19,4,73,4,8,5,3,7,0,0,0,0,0,0,0,59,4571,562,20,0,1
Graduation,Together,44512.0,1,1,57,23,1,6,0,0,2,2,1,0,3,4,0,0,0,0,0,0,0,64,4507,32,6,0,1
Graduation,Married,27116.0,1,1,78,12,1,21,2,2,3,2,2,0,3,7,0,0,0,0,0,0,0,63,4323,41,7,0,1
PhD,Married,54072.0,1,1,71,35,0,4,0,0,0,1,2,0,2,8,0,0,0,0,0,0,0,61,4541,39,5,0,1
2n Cycle,Single,51250.0,1,0,28,342,32,230,34,32,40,5,10,5,4,9,1,0,0,0,0,0,0,34,4660,710,24,1,1
2n Cycle,Married,12393.0,0,0,38,5,6,15,11,7,13,1,2,0,3,9,0,0,0,0,0,0,0,46,4776,57,6,0,0
Graduation,Single,33955.0,1,0,92,100,2,128,23,7,10,4,5,1,5,8,0,0,0,0,0,0,0,49,4528,270,15,0,1
Graduation,Married,31353.0,1,1,24,10,0,10,3,1,7,2,1,1,2,8,0,0,0,0,0,0,1,47,4386,31,6,0,1
Graduation,Married,55434.0,1,0,21,238,115,215,169,69,76,3,5,3,13,4,0,0,0,0,0,0,0,40,4471,882,24,0,1
Graduation,Together,28359.0,1,0,35,6,0,5,2,1,2,1,1,0,2,7,0,0,0,0,0,0,0,41,4449,16,4,0,1
Graduation,Single,57100.0,1,0,9,158,11,99,15,11,17,2,3,2,7,3,0,0,0,0,0,0,0,37,4246,311,14,0,1
Master,Married,52973.0,0,1,92,856,0,76,12,9,199,7,9,6,9,8,0,0,0,0,0,0,0,68,4802,1152,31,0,1
PhD,Together,51717.0,0,1,55,98,1,17,0,1,5,1,3,0,4,7,0,1,0,0,0,0,0,59,4517,122,8,1,1
Graduation,Married,18793.0,1,0,14,4,16,20,0,17,20,3,2,0,4,8,0,0,0,0,0,0,0,53,4737,77,9,0,1
Graduation,Single,50664.0,1,1,64,313,8,104,6,4,126,9,8,1,6,9,0,0,0,0,0,0,0,65,4733,561,24,0,1
Graduation,Together,54414.0,1,1,49,109,18,16,24,26,18,4,3,1,5,4,0,0,0,0,0,0,0,61,4726,211,13,0,1
PhD,Married,54549.0,0,1,8,216,2,6,0,0,9,2,5,1,4,7,0,0,0,0,0,0,0,72,4322,233,12,0,1
PhD,Widow,47111.0,0,1,35,595,71,153,120,112,41,6,3,2,10,9,0,0,0,0,0,0,0,53,4863,1092,21,0,1
PhD,Divorced,41003.0,0,0,11,123,133,142,71,44,88,1,6,2,8,6,0,0,0,0,0,0,0,61,4673,601,17,0,0
Graduation,Together,19444.0,1,0,8,16,0,23,3,2,10,3,4,1,2,7,0,0,0,0,0,0,1,42,4331,54,10,0,1
2n Cycle,Together,36301.0,1,0,53,11,12,35,3,5,12,1,3,0,3,7,0,0,0,0,0,0,0,48,4451,78,7,0,1
PhD,Together,42731.0,1,0,64,159,2,51,6,2,24,3,4,1,5,5,0,0,0,0,0,0,0,55,4455,244,13,0,1
PhD,Married,52854.0,1,1,43,105,0,10,0,1,0,2,2,1,4,5,0,0,0,0,0,0,0,65,4301,116,9,0,1
Graduation,Together,22775.0,1,0,40,5,1,8,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,46,4579,15,4,0,1
PhD,Married,59821.0,0,1,11,629,0,70,0,0,35,6,11,2,7,8,0,0,0,0,0,0,0,69,4647,734,26,0,1
Graduation,Divorced,50002.0,0,1,21,443,5,71,21,16,82,2,8,2,7,7,0,0,0,0,0,0,0,70,4581,638,19,0,1
Graduation,Married,44078.0,1,1,17,24,1,10,2,0,4,2,2,0,3,5,0,0,0,0,0,0,0,55,4214,41,7,0,1
Master,Together,30560.0,1,0,6,9,1,5,4,5,7,1,1,0,3,7,0,0,0,0,0,0,0,48,4571,31,5,0,1
Master,Together,35924.0,1,1,56,8,0,14,2,3,7,1,1,0,3,5,0,0,0,0,0,0,0,55,4302,34,5,0,1
Graduation,Together,56386.0,1,1,51,230,48,214,13,32,75,8,9,1,7,9,0,0,0,0,0,0,0,43,4814,612,25,0,1
Master,Divorced,39228.0,0,0,1,7,1,6,0,3,3,1,0,0,3,4,0,0,0,0,0,0,0,64,4619,20,4,0,0
Master,Married,58494.0,0,1,56,298,7,68,4,0,19,2,6,2,6,6,0,0,0,0,0,0,0,50,4403,396,16,0,1
Graduation,Single,58684.0,0,0,71,479,35,179,28,7,85,1,5,3,12,2,0,1,0,0,0,0,0,43,4217,813,21,1,0
Graduation,Divorced,57136.0,0,0,18,267,140,599,34,12,127,1,7,5,7,6,0,0,0,0,0,0,1,57,4611,1179,20,0,0
PhD,Widow,56551.0,1,1,48,67,4,32,17,2,16,3,2,1,4,4,0,0,0,0,0,0,0,74,4257,138,10,0,1
Graduation,Married,22448.0,1,0,86,3,1,8,23,2,18,3,2,1,3,3,0,0,0,0,0,0,0,42,4327,55,9,0,1
Graduation,Widow,34213.0,1,1,2,50,4,28,6,3,26,3,3,1,2,9,0,0,0,0,0,0,1,61,4864,117,9,0,1
PhD,Widow,25358.0,0,1,57,19,0,5,0,0,8,2,1,0,3,6,0,0,0,0,0,0,0,77,4546,32,6,0,1
Master,Single,35544.0,1,0,77,30,5,23,4,1,4,1,2,0,3,7,0,0,0,0,0,0,0,46,4317,67,6,0,1
Master,Together,36634.0,0,1,0,213,9,76,4,3,30,3,5,2,5,7,0,0,0,0,0,0,0,70,4601,335,15,0,1
2n Cycle,Together,50334.0,0,1,24,284,16,160,84,16,134,6,7,4,6,6,0,0,0,0,0,0,0,52,4544,694,23,0,1
PhD,Single,50729.0,1,1,62,239,13,143,45,4,52,9,6,2,7,6,0,0,0,0,0,0,0,66,4627,496,24,0,1
Graduation,Together,34916.0,2,0,89,51,23,82,33,0,42,4,5,1,3,9,0,0,0,0,0,0,0,56,4614,231,13,0,1
Graduation,Single,43602.0,1,1,45,19,5,12,10,3,19,3,3,1,2,6,0,0,0,0,0,0,0,58,4374,68,9,0,1
2n Cycle,Single,41473.0,1,0,80,21,8,20,15,3,9,1,2,0,3,7,0,0,0,0,0,0,0,39,4579,76,6,0,1
PhD,Married,36732.0,1,1,71,21,5,3,10,1,7,3,1,1,4,2,0,0,0,0,0,0,0,65,4386,47,9,0,1
PhD,Single,37929.0,0,0,49,202,2,46,3,2,10,2,4,2,5,7,0,1,0,1,0,0,1,39,4538,265,13,2,0
2n Cycle,Together,20193.0,0,0,18,8,8,22,24,11,9,1,1,1,4,4,0,0,0,0,0,0,0,33,4782,82,7,0,0
Graduation,Married,27573.0,1,0,45,50,15,110,39,15,15,4,5,1,4,8,0,0,0,0,0,0,0,49,4665,244,14,0,1
Basic,Single,15862.0,1,0,26,1,1,4,11,9,10,1,1,0,3,8,0,0,0,0,0,0,0,45,4571,36,5,0,1
PhD,Married,49544.0,1,0,0,308,0,73,0,0,23,2,5,1,8,7,0,0,0,0,0,0,0,48,4706,404,16,0,1
Graduation,Married,33228.0,1,0,28,22,2,31,7,4,5,1,2,0,3,7,0,0,0,0,0,0,0,44,4361,71,6,0,1
Graduation,Together,38232.0,1,1,84,43,5,28,7,6,33,4,3,1,3,5,0,0,0,0,0,0,0,53,4367,122,11,0,1
PhD,Married,22554.0,1,1,38,27,0,10,0,0,4,4,2,0,4,5,0,0,0,0,0,0,0,69,4807,41,10,0,1
PhD,Married,23536.0,1,0,53,6,0,3,0,0,1,1,0,0,3,3,0,0,0,0,0,0,0,41,4229,10,4,0,1
Graduation,Married,49413.0,0,1,88,205,7,41,3,2,46,2,4,2,5,5,0,0,0,0,0,0,0,72,4451,304,13,0,1
Graduation,Married,42231.0,1,1,99,24,0,8,0,1,4,1,1,0,3,5,0,0,0,0,0,0,0,55,4300,37,5,0,1
Graduation,Together,56534.0,0,1,35,691,7,61,10,0,46,4,10,4,7,8,0,1,0,0,1,0,1,56,4545,815,25,2,1
Graduation,Single,58350.0,0,1,5,493,26,206,116,80,80,4,8,3,12,6,0,0,0,0,0,0,0,53,4745,1001,27,0,1
Graduation,Single,49090.0,0,1,45,494,5,82,7,0,100,3,7,2,9,7,0,0,0,0,0,0,0,73,4549,688,21,0,1
PhD,Married,18169.0,1,0,40,9,0,5,0,0,7,1,1,0,2,8,0,0,0,0,0,0,0,39,4699,21,4,0,1
2n Cycle,Single,24336.0,1,0,82,1,6,2,8,2,12,1,1,0,2,7,0,0,0,0,0,0,0,43,4875,31,4,0,1
Graduation,Married,18222.0,0,0,70,12,4,19,12,6,14,1,2,0,3,8,0,0,0,0,0,0,0,34,4749,67,6,0,0
2n Cycle,Together,42033.0,1,1,95,11,1,4,2,0,7,1,1,0,2,7,0,0,0,0,0,0,0,53,4852,25,4,0,1
PhD,Divorced,41437.0,1,1,5,29,0,2,0,0,1,1,1,0,3,7,0,0,0,0,0,0,0,67,4849,32,5,0,1
Graduation,Single,18358.0,1,0,49,6,8,19,16,4,4,3,3,0,4,7,0,0,0,0,0,0,0,35,4425,57,10,0,1
PhD,Together,55012.0,0,1,85,582,0,65,0,0,13,6,8,2,9,5,0,0,0,0,0,0,0,51,4304,660,25,0,1
Basic,Together,9722.0,1,0,7,6,17,16,6,16,42,4,3,1,3,8,0,0,0,0,0,0,1,51,4839,103,11,0,1
PhD,Married,38175.0,1,0,6,70,6,69,2,3,3,3,3,1,4,7,0,0,0,0,0,0,0,40,4483,153,11,0,1
Master,Together,58656.0,0,1,25,962,12,194,16,24,12,4,7,8,13,6,0,0,1,0,0,0,0,68,4851,1220,32,1,1
Graduation,Together,52117.0,0,1,55,112,10,107,30,0,20,2,5,2,4,7,0,0,0,0,0,0,0,59,4886,279,13,0,1
PhD,Married,54222.0,0,1,98,199,12,31,3,12,7,1,3,3,5,3,0,0,0,0,0,0,0,51,4324,264,12,0,1
Graduation,Together,41154.0,0,1,98,44,2,11,2,3,7,1,1,0,4,5,0,0,0,0,0,0,0,46,4650,69,6,0,1
Basic,Single,18746.0,1,0,41,2,10,11,12,9,20,2,3,0,3,6,0,0,0,0,0,0,0,32,4235,64,8,0,1
Graduation,Together,35196.0,1,0,68,75,12,141,43,39,187,6,6,1,5,8,0,0,0,0,0,0,0,40,4797,497,18,0,1
Graduation,Married,22108.0,1,1,46,5,3,9,6,2,6,2,2,0,3,7,0,0,0,0,0,0,0,47,4256,31,7,0,1
Graduation,Together,44392.0,1,1,71,87,5,71,7,12,29,5,4,1,4,7,0,0,0,0,0,0,0,50,4501,211,14,0,1
PhD,Married,55424.0,0,1,6,462,61,184,10,53,107,4,7,5,9,6,1,0,0,0,0,0,1,48,4785,877,25,1,1
Graduation,Married,17688.0,1,0,82,2,2,1,3,1,2,1,1,0,2,8,0,0,0,0,0,1,0,45,4736,11,4,0,1
PhD,Single,38513.0,1,0,20,172,3,115,16,0,18,5,6,1,5,8,0,0,0,0,0,0,1,42,4356,324,17,0,1
Master,Single,16653.0,1,0,10,5,7,31,15,4,7,3,2,1,3,6,0,0,0,0,0,0,1,45,4276,69,9,0,1
Graduation,Together,42586.0,1,1,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,1,69,4812,252,16,0,1
Basic,Single,23529.0,0,1,67,9,7,13,3,2,20,1,1,1,2,6,0,0,0,0,0,0,0,59,4742,54,5,0,1
PhD,Together,46910.0,1,1,36,48,0,14,0,0,6,2,2,0,3,6,0,0,0,0,0,0,0,60,4302,68,7,0,1
